App Name,Package Name,Category,Sub-category,Description
To Do List,com.splendapps.splendo,Productivity,,"b"" What is SplenDO?SplenDO is smart task list for everyday use.It is truly usable with great user experience.No matter who you are and what you do - you will be better organized!At home, at work and in your free time - you will focus on really important things!SplenDO is powerful in its simplicity and convenience of use.Key Features\xe2\x80\xa2 User friendly task management\xe2\x80\xa2 Grouping tasks in handy task lists\xe2\x80\xa2 Smart home screen widgets show instantly what to do\xe2\x80\xa2 Intelligent notifications exactly when you need them\xe2\x80\xa2 Syncing with Google that just worksMore Details\xe2\x80\xa2 Adding tasks via voice\xe2\x80\xa2 Notifications use sounds, vibrations and built-in speech synthesizer (TTS)\xe2\x80\xa2 Icon widget - icon with optional today's and overdue tasks counter\xe2\x80\xa2 List Widget - resizable widget displays upcoming tasks\xe2\x80\xa2 Status bar - component (in the notifications area) keeping you up to date\xe2\x80\xa2 Quick Task Bar - to add something hot quickly\xe2\x80\xa2 Support for recurring tasks\xe2\x80\xa2 Time for shopping? Need to add many tasks at one go? Great, batch mode is on-board!\xe2\x80\xa2 Support for tasks without a due date, all-day-long tasks and tasks at a specific hour of the day\xe2\x80\xa2 Bidirectional synchronization with Google Tasks\xe2\x80\xa2 Many useful configuration options\xe2\x80\xa2 Predefined task lists\xe2\x80\xa2 Actions on group of tasks (bulk actions, long-click selection support)\xe2\x80\xa2 Integration with sharing on Android - sharing tasks with other apps and receiving shared data\xe2\x80\xa2 Creating tasks from the content of system clipboard\xe2\x80\xa2 SplenDO is free to download and use\xe2\x80\xa2 Splend Apps support and more!About Us\xe2\x80\xa2 Visit SplendApps.com: http://splendapps.com/\xe2\x80\xa2 Our Privacy Policy: http://splendapps.com/privacy-policy\xe2\x80\xa2 Contact Us: http://splendapps.com/contact-usFollow Us\xe2\x80\xa2 Twitter: http://twitter.com/SplendApps\xe2\x80\xa2 Facebook: http://www.facebook.com/SplendApps\xe2\x80\xa2 Google+: https://google.com/+Splendapps  """
Trivago,com.trivago,Travel,Hotels,"b' Find hotels, hotel prices and travel discounts on trivago so you can book your ideal hotel for your upcoming holiday! Compare prices, find hotels, search for the best deals and travel discounts for over a million hotels from more than 200 worldwide hotel booking sites. Use the deal finder to compare hotel prices for a money saving comparison of travel discounts and of the best hotel deals around. Compare hotel prices with trivago for the best deals and travel discounts with amazing savings right at your fingertips! Discover hotels, compare prices and then book on the booking sites for the lowest hotel prices. Comparison is easy with trivago, download now to save money on your trip and holiday booking.TRIVAGO \xe2\x80\x93 TOP 3 REASONS TO DOWNLOAD: 1.\tFIND ROOMS & COMPARE HOTELS: Search for the perfect hotel on the go and find money saving options.2.\tCOMPARE PRICES WITH DEAL FINDER: Compare room prices and find the best deals.3.\tMONEY SAVING MADE EASY: The Guardian lists the trivago app among the ""10 best money-saving apps"". Save money on your trip with trivago! Compare hotels, find the best deals and money saving travel discounts. Join 120 million travelers and use the deal finder to compare hotel prices and find the best hotel deals in over 190 countries. Discover hotels and compare hotel prices and start planning your holiday. Find hotels and compare hotel prices all around the world. Hotel comparison and booking is easy with trivago!TRIVAGO FEATURES:DISCOVER HOTELS AND FIND ROOMS:\xe2\x80\xa2\tCompare hotels from over 200 worldwide hotel booking sites by location and price.\xe2\x80\xa2\tHotel search on a budget: Set the maximum price to suit your holiday budget.\xe2\x80\xa2\tSave money: Discover hotels with a discount nearby, for holiday booking as you go.HOTEL FINDER AND COMPARISON APP:\xe2\x80\xa2\tFind hotels: Find and save when you book hotels near well-known sights or attractions. \xe2\x80\xa2\tFind rooms and compare hotels to plan your trip: Take advantage of the perfect holiday & trip planner to set the itinerary for your next trip.\xe2\x80\xa2\tSave hotels and travel sites so you can decide when to do your hotel booking.MONEY SAVING MADE EASY \xe2\x80\xa2\tSave money on bookings: Find the very best hotel prices from accommodation worldwide.\xe2\x80\xa2\tDeal finder for easy hotel booking: Take advantage of last minute hotel discounts for your best deals and travel discounts on holidays.TRAVEL WITH CONFIDENCE\xe2\x80\xa2\tDiscover hotels that suit you: The trivago Rating Index creates combined ratings of all available hotel review scores online \xe2\x80\x93 so you can see what other travelers have to say.\xe2\x80\xa2\tBest deals on bookings: Our massive workforce is focused on bringing you the best in travel and hotel deals.\xe2\x80\xa2\tCompare prices and access hotel ratings before you book from Expedia, Hotels.com, Holidaycheck, ebookers, Booking.com, Priceline, Hotel Tonight and more.Get in touch with us, and share the trivago experience with your friends:Website: www.trivago.co.ukFacebook: www.facebook.com/trivagoUKIRETwitter:  www.twitter.com/trivago_UKIREInstagram: www.instagram.com/trivagoGoogle+: www.plus.google.com/+trivagoYouTube: www.youtube.com/user/trivagoPinterest: www.uk.pinterest.com/trivagoGet further assistance on finding hotels for bookings at http://company.trivago.com/support  '"
Kik,kik.android,Communication,,"b' Get connected. Kik is way more than just messaging. It\xe2\x80\x99s the easiest way to connect with your friends, stay in the loop, and explore \xe2\x80\x93 all through chat. No phone numbers, just pick a username.\xe2\x80\xa2 Choose who to chat with one-on-one and in groups\xe2\x80\xa2 Share pics, videos, gifs, games, and more\xe2\x80\xa2 Meet new friends with similar interestsGet on Kik now. Start chatting!  '"
OneNote,com.microsoft.office.onenote,Productivity,,"b"" CREATE YOUR WAYType, hand write, draw, and clip things from the web to get down your thoughts into your notebook. Use OneNote's flexible canvas to place content anywhere you want. You can even scan hand written notes or pages straight into OneNote then make them searchable.  GET ORGANIZEDOneNote is set up like a notebook to bring the familiar physical 3-ring binder to the digital era. Easily use sections and pages to separate out thoughts by theme at school, home or work. Not sure where you categorized something? Use our powerful search to look across all of your notebooks or just the page you're on to find what you're looking for, even words on pages you scanned into your notes. You can use tags to label to-do lists, follow up items, mark what's important or make custom labels. Use OneNote as a notebook, journal or a notepad. Organize in one place, from anyplace.   COLLABORATE WITH ANYONEShare your notebook with whomever you want, such as your colleagues or family, and work on your projects together. OneNote syncs your notes across all devices and lets multiple people work on the content together, at the same time. Leave comments or tags to people to ask follow up questions, draw up your ideas, plan and journal the family vacation or check off the to-do list.  ACCOMPLISH MORE AT WORKOneNote is great on your own or when you share with a team. Use it as a notepad for team meetings, brainstorming projects, draw attention to important points or organize key resources to never lose track of what you need. Work together in real time to stay in sync and on the same page. You can log in with 2 accounts at the same time to seamlessly move from work to personal and back. OneNote is available across your favorite devices, no matter what your team likes to use --Android, Apple or Windows-- you can still work together to get more done.   ACHIEVE MORE IN SCHOOLOneNote is great for school for both students and teachers. Take your notes during class with ease, mixing in text, ink, and web clippings. Use OneNote to organize your brainstorms, draw mind maps and develop your ideas for your next school assignment. As a teacher, plan your lessons and have all the information you need right in your pocket and on the go.   BETTER TOGETHER WITH OFFICEOneNote is part of the Office family and works great with your favorite apps, such as Excel or Word to help you do more.   NOTES AT THE SPEED OF LIGHTUse the OneNote badge as a notepad to list your thoughts down no matter when something crosses your mind. The badge hovers on screen and lets you quickly write your thoughts down during a phone call, while on the web or wherever else your mind takes you. In addition to the badge you can launch OneNote from a home screen widget or pin a notebook or page straight to the home screen helping you dive in faster, right where you want.  You can find answers to Frequently Asked Questions about OneNote for Android at http://aka.ms/OnenoteAndroidFAQ\xc2\xa0\xc2\xa0Requirements:\xc2\xa0\xc2\xa0\xe2\x80\xa2 Requires Android OS 4.1 or later.\xc2\xa0\xc2\xa0\xe2\x80\xa2 A free Microsoft account is required to use OneNote.\xc2\xa0\xc2\xa0\xe2\x80\xa2 OneNote opens existing notebooks created in Microsoft OneNote 2010 format or later.\xc2\xa0\xe2\x80\xa2 To sync your notes to OneDrive for Business, sign in with your organization's Office 365 or SharePoint account.\xc2\xa0Like us on Facebook, follow us on Twitter, or visit the blog for the latest news:\xc2\xa0\xc2\xa0http://facebook.com/MicrosoftOneNote\xc2\xa0https://twitter.com/msonenote\xc2\xa0https://plus.google.com/102199506601015331367/\xc2\xa0http://blogs.office.com/b/microsoft-onenote\xc2\xa0http://OneNote.com\xc2\xa0https://plus.google.com/communities/113633281646135322395/\xc2\xa0  """
Box8,com.poncho,Food,,"b"" Order food online at BOX8 for your daily dosage of delicious Desi meals. BOX8 specialises in online food ordering and food delivery. You can order online from a wide range of meal options including All-in-one meals, Fusion Box, Biryani, Paratha Wraps, Sandwiches and more. Ordering food online and doorstep delivery has become super easy and convenient with BOX8. Food order and food delivery is just a click away. BOX8 in no time has become the preferred choice for food delivery & ordering online and is especially known for its all-in-one meals, fusion box & heavenly Biryani. Indian food, infused with spices and delicate flavours, made with the right ingredients, delights not just your taste buds but also satiates your desire for something more.We have always wondered, why all the major food chains are from outside India? Why not an authentic Indian-origin brand which champions Indian-food the way it should be? So, bubbling with enthusiasm to create something very close to our heart, we set out on a journey to fill that void - Making \xe2\x80\x98better\xe2\x80\x99 Indian food available for all. Anywhere. Anytime. A 'Made in India' brand for sumptuous Desi meals.Started in a rented room with just two people, today, we are a team of more than 1200, managing 60 plus outlets across Mumbai, Bangalore and Pune.  We control all aspects of our supply chain, from procurement to product development, till the last mile delivery. Thus, ensuring supreme excellence at each step and offering exemplary delightful customer experience, every time.Made from the freshest of ingredients and choicest of herbs, you can be sure that you are in for a treat. The basic philosophy lies in the belief that right ingredients make better meals. On top of that, we ensure that for our customer- online food order and food delivery becomes an awesome experience. Browse through the wide range of menu and pick from a delectable bouquet of wholesome meals, delightful sandwiches, tempting fusion boxes or aromatic Biryani. What\xe2\x80\x99s more, BOX8 also has late night delivery option, operational till 1 AM. Download the BOX8 app to order food online without any hassles. You can also order food online through Zomato and FoodPanda and savour delicious Indian meals.Reasons why BOX8 is the most sought after food delivery joint:Order food online in just a click - Simple app, neat UI and great menu options make online food ordering a great experience. Order online today, and experience it for yourself.Quick food delivery - Order food online from BOX8 and we promise to deliver pipin\xe2\x80\x99 hot meals in just 38 minutes! Hail, winds or storms cannot stop the BOX8 Sooperman from ensuring your food delivery in time. Food delivery made better with BOX8.Late night delivery - Late night hunger pangs? Don\xe2\x80\x99t worry! We specialise in late night food delivery. Look no further and simply order food online from BOX8 & we will deliver food till 1am.Excellent food choices - Order online and choose from a wide range of menu options - from Dal Makhani to Amritsari Chole, Biryani to Wraps, you\xe2\x80\x99ll never get enough of the BOX8 food. The only thing that you need to do is order food online from BOX8.You can also order food online through Zomato and FoodPanda or simply download the BOX8 app for the best offers and coupon codes. When you order food online at BOX8, you can avail many exciting offers. A great deal with every meal. BOX8 is currently serving in over 60 locations across Mumbai, Pune and Bengaluru. Delivering thousands of meals every day. BOX8 prides itself on the highest quality of food made from the freshest ingredients that are sourced locally directly from farms. You can keep that in mind for the next time you order food online. A dedicated team of chefs continuously experiments and creates new dishes that can be added to the menu and are available for online order & delivery.All in all, promising you a delightful experience for food delivery & ordering online.  """
Yahoo Messenger,com.yahoo.mobile.client.android.im,Communication,,"b' The all-new Yahoo Messenger is the fastest, easiest way to chat and share lots of photos and animated GIFs instantly. Plus, now you can unsend messages \xe2\x80\x93 yes, you can take it all back! More than just a messenger:\xe2\x80\xa2 Chat one on one or in groups\xe2\x80\xa2 Yes, take backs! Tap ""Unsend"" to remove photos and messages from a conversation\xe2\x80\xa2 Instantly share lots of videos and high-resolution photos in one go\xe2\x80\xa2 Swipe to view photos beautifully displayed in a carousel\xe2\x80\xa2 Search and browse curated categories of animated GIFs from Tumblr\xe2\x80\xa2 \xe2\x80\x9cLike\xe2\x80\x9d messages and photos in the conversation\xe2\x80\xa2 Offline/low connectivity mode \xe2\x80\x93 anything you share will be posted once you\xe2\x80\x99re back online Yahoo Messenger is also available on the web at messenger.yahoo.com. Using the previous version of Yahoo Messenger? Go to yho.com/YMhelp to learn more about the new changes. Optimised for use with TalkBack.  '"
BBM,com.bbm,Communication,,"b"" Discover the new BBM and everything it has to offer! We started with the best messaging features on the planet, introduced privacy features to keep you in control, brought you free voice and video calling and now we\xe2\x80\x99ve added thousands of stickers, free games, news, shopping, vouchers and more. Millions of people around the world have discovered how BBM has changed \xe2\x80\x93 your turn!\xe2\x96\xb7 Free Messaging & Calls- Free voice and video calls between BBM contacts- 1-on-1 messages and group chats- Express yourself with thousands of stickers to choose from- Broadcast messages to all your contacts- Send voice notes, photos and files- See when your messages have been \xe2\x80\x98D\xe2\x80\x99elivered and \xe2\x80\x98R\xe2\x80\x99ead- See when a contact is responding- Hundreds of Stickers and Emoticons for every mood and emotion let you express yourself\xe2\x96\xb7 Discover BBM- Discover is a new section of BBM: A single source for all the content and services that are important to you- Find thousands of stickers- Amazing deals with shopping & vouchers- The latest news- Different genres of videos- Hundreds of free games- New local services added all the time- Subscribe to BBM Channels that interest you, see their posts in your feeds \xe2\x80\x93 millions to choose from!\xe2\x96\xb7 Privacy features that keep you in control- BBM PIN \xe2\x80\x93 Keep your phone number private \xe2\x80\x93 share your PIN instead!- Block \xe2\x80\x93 You always have the ability to prevent someone from sending you messages or invites.- Timer \xe2\x80\x93 Send photos and messages that disappear.- Retract \xe2\x80\x93 Take back that photo or message you wish you hadn\xe2\x80\x99t sent.*- Glympse \xe2\x80\x93 Share your location \xe2\x80\x93 with a time limit.- Private Chats \xe2\x80\x93 Safe from screenshots & prying eyes!\xe2\x96\xb7 Feeds \xe2\x80\x93 Your personal social network!- Set your avatar using images, pictures or even animated pictures (GIFs)- Update your status to let people know what you\xe2\x80\x99re up to or how you feel- Post photos for all your friends to see- Subscribe to BBM Channels that interest you, see posts from those channels in your feeds- Create your own channel and build your subscribers to share your thoughts, ideas and passionsFor more information about BBM, please check out our official website:http://www.bbm.comNote: Data charges may apply.* While these features are designed to remove the message or picture from the recipient's BBM chat view, they do not prevent recipients from capturing an image of the content by taking a screenshot or using an image capture device. Retracting a message after it has been read by the recipient will remove the message from the BBM chat view, but will not affect copies of the message that the recipient may have made prior to the message being retracted.  """
File Expert,xcxin.filexpert,Files,,"b' File Expert file manager / file explorer can fully access and manage files on various locations in sdcard, external sdcard, cloud services, SMB, FTP, WebDAV, HTTP, NAS, USB OTG and system internal flash if working on a rooted phone. You can browse files in classical tree hierarchy or by its categories or via last modified date with fast search enabled. File Expert file manager / file explorer supports all file operations in extremely easy, safe, fast, stable, modern, customized and informative ways. Features \xe2\x9c\x93 Support sync files between cloud and local, always get your device and cloud synced. Support auto sync and record sync history. Exclusive feature only found in File Expert!\xe2\x9c\x93 full featured local & network file manager for Android, one of the best of its kind and most popular app\xe2\x9c\x93 LAN access for ftp, sftp, ftps, SMB, WebDAV and clouds include Google Drive, OneDrive, Dropbox, Box, Yandex, SugarSync, GCloud and many more\xe2\x9c\x93 SQLite Database Editor you can browse, edit, import, export, create, delete, alter, view App database etc\xe2\x80\xa6* Graphic UI makes interaction easier* Support table structure alteration* Support field modification of table and auto-alter index and view\xe2\x9c\x93 always build with latest Android technology, brings the most whole Android experience to our users\xe2\x9c\x93 material design and animations on file operation and activity changes\xe2\x9c\x93 multiple tabs file management\xe2\x9c\x93 root access support, modify system files and change file permissions, need rooted phone\xe2\x9c\x93 zip / unzip, zip, rar, 7z, tar, APK, jar and more are coming (compress / decompress)\xe2\x9c\x93 fastest file search performance\xe2\x9c\x93 built-in advanced App manager, install, uninstall, backup, auto backup apps when installing and unstalling\xe2\x9c\x93 support file tag with different names and colors\xe2\x9c\x93 select / unselect batch of files\xe2\x9c\x93 select single file by long tap\xe2\x9c\x93 tap on any other targets after single select for batch select of files\xe2\x9c\x93 file thumbnails, support image video music app, both local & network\xe2\x9c\x93 display count of files and size of each folder\xe2\x9c\x93 properties page for file and dir\xe2\x9c\x93 support private cloud, you can build your own private cloud center in your home or office computer and access it anytime & anywhere, support Windows, MacOS X and Linux operating system\xe2\x9c\x93 built-in video and music player with enhanced network streaming feature. Stream video & MP3 from cloud service or NAS, all network protocol supported like HTTP, FTP, SMB, WebDAV and Chromecast, floating window play supported\xe2\x9c\x93 built-in text editor (txt log conf config INI INF sh xml html htm)\xe2\x9c\x93 recycle bin, recover deleted file\xe2\x9c\x93 batch file rename\xe2\x9c\x93 file shred, shred file to delete permanently and can\xe2\x80\x99t recover\xe2\x9c\x93 ftp server\xe2\x9c\x93 share and transfer files via bluetooth or wifi\xe2\x9c\x93 safebox to keep your private file safe\xe2\x9c\x93 App Lock, set unlock pattern to start File Expert\xe2\x9c\x93 file converter, converts Word doc, Excel xls and PowerPoint ppt pptx to PDF\xe2\x9c\x93 wireless printing\xe2\x9c\x93 built-in multi-thread and resumable downloader, also supports offline download to GCloud\xe2\x9c\x93 Chromecast supported, cast your files to big screen\xe2\x9c\x93 light and dark themes\xe2\x9c\x93 support Arabic, Bengali, Brazilian Portuguese, Dutch, English, French, German, Hindi, Indonesian, Italian, Malay, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Thai, Turkish, Romanian, Polish, Ukrainian and Vietnamese for nowFile Expert file manager / file explorer is shipped with many advanced features which you cannot find in a traditional file explorer. Just give it a try and it will become your daily file manager / file explorer Follow UsFacebook: https://www.facebook.com/FileExpert/Twitter: https://twitter.com/filexpertGoogle+: https://plus.google.com/u/0/communities/110462730651183445511Feedback If you have any questions, send email to support@xageek.com or go to Settings to Submit Feedback in the App  '"
imo,com.imo.android.imoim,Communication,,"b' Message and video call your friends and family for free, no matter what device they are on!- Make high-quality video and voice calls on Android and iPhone- Send unlimited messages and make free video and voice calls over your 2G, 3G, 4G or Wi-Fi connection*- Group video calls with friends, family, roommates and others- Share photos and videos- Express yourself with hundreds of free stickers!- Encrypted chats and calls- Optimized for Android tablets- Avoid SMS and phone call charges*Data charges may apply. Contact your provider for details.  '"
JioChat,com.jiochat.jiochatapp,Communication,,"b"" Experience enhanced messaging, high quality voice & video conferencing. Express yourself in a fun way with instant video, stickers, doodle and emoticons. Follow top brand Channels to stay updated and enjoy bite-sized video stories on Explore. Why JioChat? \xe2\x97\x86 Proudly Indian!  \xe2\x97\x86 RICH MESSAGING. Instantly and easily message any of your JioChat contacts \xe2\x80\x93 one-to-one, or in groups. Send files (e.g. pdf, doc, xls, mp3, apk), emoticons, doodles, pictures, videos, audio notes and 1000s of local Indian stickers while you chat with them. You can create large groups up to 500 members. \xe2\x97\x86 VOICE CALLS & VIDEO CALLS with CONFERENCING. You will never need to worry about hike in calling tariff because JioChat lets you make free calls to your JioChat contacts. Whether one-on-one or group, global or local, JioChat delivers both voice calling and video calling with an easy-to-use interface at no additional charges and as many users tell us -- with far better voice quality than even PSTN calls or calls on many VoIP apps. \xe2\x97\x86 MADE IN INDIA STICKERS. JioChat works with some of the most renowned artists in India to create stickers that are fun and help you express your emotions in your chats with your friends, family members and ALL your loved ones. Hindi, Bangla, Kannada, Punjabi, Malayalam, Tamil, Telugu, Gujarati and Odia stickers - we\xe2\x80\x99ve got them all! \xe2\x97\x86 Follow BRANDED CHANNELS. Stay connected with your favourite brands over chat interface. Get the best deals and customized offers from various channels across categories. \xe2\x97\x86 EXPLORE what's happening in the world. Exciting bite-sized video stories from top media partners, specially curated for JioChat users. Short Vertical Video Stories for a rich, full-screen natural viewing experience. \xe2\x97\x86 Available in ALL MAJOR INDIAN LANGUAGES. Now you can also use the app in Hindi, Marathi, Gujarati, Punjabi, Bengali, Kannada, Tamil, Telugu, Malayalam, Bengali & Odia. JioChat is a completely FREE app with no ads!   For more information about JioChat, visit: www.jiochat.comor,Follow us on Facebook: www.facebook.com/jiochatofficialor,Follow us on Twitter: www.twitter.com/JioChatorAccess us from MyJio and www.jio.com/jiochat  """
Zomato,com.application.zomato,Food,,"b"" Zomato is the best restaurant finder app to search for and discover restaurants to eat out at or order in from. Browse through restaurant menus, photos, user reviews and ratings to decide where you want to eat, and use the map feature to guide you there.If you are in India, UAE, or the Philippines, you can also order food online for delivery, with thousands of great food delivery restaurants to choose from.Features:* Search easily for Restaurants, Cafes, Pubs and Bars by location, cuisine (e.g. Chinese, Italian, Indian), name (e.g. Starbucks, Domino's Pizza, Amaya).* Explore every restaurant in your city, including the ones near your current location, and use search filters to find the one that suits you best.* View menus, pictures, phone numbers, directions, user reviews, and all the other information you need to choose a restaurant for Dine Out, Food Delivery, Nightlife, or Takeaway.* Browse our theme-based curated lists to discover places for the best burgers, perfect date spots, or the top trending restaurants.* Create your own Collections and share them with your friends and followers.* Rate and review restaurants you've been to, and share photos of your foodie moments directly from the app.* Maintain an easy reference list of your favorites or places you want to visit with Bookmarks.* Use the map view to explore restaurants around you, or draw a circle to search in a specific area.* Find and follow your friends to see where they're eating and what they like.* Journal the restaurants you eat at using your Dineline.* In-app table booking (select locations) \xe2\x80\x93 you can view and book yourself a table at all partner restaurants. Permissions Requested:* Camera - To take photos of food and restaurants for reviews.* Contacts - To get your Google account information for singing in Zomato via Google.* Location - To identify your location and show the restaurants closest to you.* Phone - To make calls to the restaurant directly from the Restaurant listing.* SMS - To read OTP required for phone number verification while placing an Online Order.* Storage - To store photos captured by you and to access photos to be published with your reviews. Zomato is now available in over 10,000 cities across India, the USA, Australia, the UK, UAE, Canada, Ireland, New Zealand, South Africa, Portugal, the Philippines, Indonesia, Turkey, the Czech Republic, Slovakia, Poland, Chile, Italy, Lebanon, Brazil, Sri Lanka, and Qatar. More locations coming very soon.USA, Australia, and Canada \xe2\x80\x93 we were previously called Urbanspoon in your countries.  """
Forest,cc.forestapp,Productivity,,"b' Have you ever been addicted to your phone and just cannot put it down? Forest provides an interesting solution to beat your phone addiction. You can plant a seed in Forest. In the following time, this seed will gradually grow into a tree. However, if you cannot resist the temptation and leave this app to check Facebook or play a game, your tree will wither away. With this interesting mechanism, the sense of achievement and responsibility will drive our users to stay away from their phone with no pain.Features\xe2\x80\xa2 A self-motivated and interesting way to help you beat phone addiction\xe2\x80\xa2 Stay focused and get more things done\xe2\x80\xa2 Share your forest and compete with friends\xe2\x80\xa2 Track your history in a simple and pleasant way\xe2\x80\xa2 Earn reward and unlock more tree species\xe2\x80\xa2 Customize your whitelist : Leaving Forest and using apps in whitelist won\xe2\x80\x99t kill your tree.We also provide browser extensions. Find out more on www.forestapp.cc!Credits*Sound Design : Shi Kuang Lee*Some icons appearing in the app were made by Freepik from www.flaticon.com and are licensed under CC BY 3.0  '"
FreshMenu,com.freshmenu,Food,,"b' Craving for a meal without the hassles of cooking or stepping out? The FreshMenu food delivery app has got you covered! Order online and bask in the delight of delicious meals delivered right to your doorstep. Prepare yourself for a meal that\xe2\x80\x99s both tantalizingly tasty and reassuringly healthy - our restaurant grade dishes are made using the freshest ingredients.Expand your palate with our expansive multi cuisine menu that changes daily. Sit back and relax while our efficient delivery runners ensure you get your food delivered to your home in quick time!Quick, reliable home delivery. We are firm believers in the phrase \xe2\x80\x98home is where the heart is\xe2\x80\x99. So, we ask you - Why leave the comfort of your house when you can get home delivered food with the tap of a button with FreshMenu?We pride ourselves on offering a seamless delivery experience right from the time your order is placed to the second it reaches your door.WHAT MAKES US SPECIALFresh and healthy ingredients - The fresher the ingredients, the more delicious the meal - true story. Our chefs ensure you treat your body right while pleasing your taste buds by using the freshest and healthiest ingredients for our dishes.Daily changing menu - Repetition is boring. We like to keep things fresh (pun intended) with our daily changing menu so you can try something new every day. Another benefit of FreshMenu\xe2\x80\x99s curated menu - it allows you to do away with the hundreds of restaurant menus presenting you with the dilemma of endless choice.Expert Chefs - Our highly-experienced and trained chefs work day in and day out to prepare delectable food with the sole purpose of pleasing your taste buds.Multi cuisine food delivery - Indian, Chinese, Italian, Mexican, Mediterranean - these are only a few of the cuisines we have in our expansive selection. Choose your pick and FreshMenu will deliver! Whether you\xe2\x80\x99re craving steak, soup, burgers, burritos or dessert - you\xe2\x80\x99ll find something on our menu to satisfy your appetite. What\xe2\x80\x99ll it be today?Lightning-fast delivery - FreshMenu delivery is among the fastest in town, ensuring your food is fresh when it gets to you. Everyone knows that a pizza isn\xe2\x80\x99t quite as good if it isn\xe2\x80\x99t warmWe deliver in several neighborhoods - Specify your address while placing your order and your food will show up right at your door. What if you find yourself outdoors for an impromptu picnic or party, you ask? No worries, we\xe2\x80\x99ll be delighted to serve you if you are in an area we operate in! We are currently offering services in the cities of Bengaluru, Mumbai, New Delhi and Gurgaon.Live order tracking - The order tracking feature shows you details of your order in real-time. Get notified on order confirmation and dispatch. Then feel free to keep an eye on the app to track the minutes before your food is delivered to your door. Spoiler alert: We promise to deliver food in less than 45 minutes. Can\xe2\x80\x99t let you stay hungry for too long, now can we? Useful filtering options - While you\xe2\x80\x99re browsing our menu, we provide you with filters for cuisine, budget and availability so you can find exactly what you\xe2\x80\x99re looking for. How neat is that?Favorite dishes - With the wide variety of appetizing options in our menu, we are certain you will have a few favorites. Tap the heart icon next to your favorite dishes to be notified when they are available!Schedule orders - Pick a custom delivery time to enjoy your meals at your leisure and convenience - we respect your schedule.Convenient checkout options - We allow payments using debit/credit cards, net banking or online wallets. Pay later with options like Simpl and Lazypay. Or use your FreshMenu wallet for easier checkout.Referral credit - Refer your friends and earn Rs. 100 when they place their first order! They get Rs. 100 on sign up as well - talk about a win-win situation!Hungry for more? Download the best online food delivery app now and satisfy your craving for delicious food within minutes!  '"
Uber,com.ubercab,Travel,Cabs,"b' Uber is a ridesharing app for fast, reliable rides in minutes \xe2\x80\x93 day or night. There\xe2\x80\x99s no need to park or wait for a taxi or bus. With Uber, you just tap to request a ride, and it\xe2\x80\x99s easy to pay with credit card or cash (in selected cities only). Whether you\xe2\x80\x99re going to the airport or across town, there\xe2\x80\x99s an Uber for every occasion. Uber is available in more than 500 cities worldwide \xe2\x80\x93 download the app and take your first trip today.Requesting your Uber is easy \xe2\x80\x93 here\xe2\x80\x99s how it works:- Just open the app and tell us where you want to go.- The app uses your location so your driver knows where to pick you up.- You\xe2\x80\x99ll see your driver\xe2\x80\x99s picture and vehicle details, and can track their arrival on the map.- Payment can be made by credit card, cash (in selected cities only), Android Pay, PayPal and more.- After the ride, you can rate your driver and provide feedback to help us improve the Uber experience. You\xe2\x80\x99ll also get a receipt by email.Need a simple way to get from A to B quickly? Take uberX, our most affordable option for individual travel.Want to save money on your ride? Take uberPOOL \xe2\x80\x93 you\xe2\x80\x99ll travel with other riders heading in the same direction, and enjoy a lower fare.Want a more exclusive experience? Take a high-end vehicle with UberBLACK. And there are even more options \xe2\x80\x93 whether you\xe2\x80\x99re travelling with a big group or need a vehicle with accessibility features.See if Uber is available in your city at https://www.uber.com/citiesFollow us on Twitter at https://twitter.com/uberLike us on Facebook at https://www.facebook.com/uberGot a question? Visit uber.com/help.Note: continued use of GPS running in the background can dramatically decrease battery life.  '"
